No.     Time           Source                Destination           Protocol Length Info
    598 45.669889      192.168.1.135         104.18.19.125         TCP      54     22918 → 443 [FIN, ACK] Seq=518 Ack=2803 Win=65280 Len=0
    599 45.686001      104.18.19.125         192.168.1.135         TCP      60     443 → 22918 [FIN, ACK] Seq=2803 Ack=519 Win=131072 Len=0
    600 45.686805      192.168.1.135         104.18.19.125         TCP      54     22918 → 443 [ACK] Seq=519 Ack=2804 Win=65280 Len=0
    601 46.769050      142.251.140.234       192.168.1.135         UDP      317    443 → 60894 Len=275
    602 46.783833      192.168.1.135         142.251.140.234       UDP      75     60894 → 443 Len=33
    603 47.152059      192.168.1.135         92.205.179.218        ICMP     42     Echo (ping) request  id=0x0019, seq=32000/125, ttl=3 (no response found!)
    604 47.157829      172.16.16.161         192.168.1.135         ICMP     70     Time-to-live exceeded (Time to live exceeded in transit)
    605 48.499142      52.98.200.178         192.168.1.135         TLSv1.2  91     Application Data
    606 48.501373      52.98.200.178         192.168.1.135         TLSv1.2  96     Application Data
    607 48.501373      52.98.200.178         192.168.1.135         TLSv1.2  87     Application Data
    608 48.501373      52.98.200.178         192.168.1.135         TLSv1.2  87     Application Data
    609 48.501463      192.168.1.135         52.98.200.178         TCP      54     32457 → 443 [ACK] Seq=141 Ack=436 Win=255 Len=0
    610 48.509454      192.168.1.135         52.98.200.178         TLSv1.2  124    Application Data, Application Data
    611 48.585142      52.98.200.178         192.168.1.135         TCP      60     443 → 32457 [ACK] Seq=436 Ack=211 Win=253 Len=0
    612 48.682477      fe80::1138:e6ee:2535:242d fe80::1               DNS      117    Standard query 0x01c3 A array502.prod.do.dsp.mp.microsoft.com
    613 48.687889      fe80::1               fe80::1138:e6ee:2535:242d DNS      133    Standard query response 0x01c3 A array502.prod.do.dsp.mp.microsoft.com A 72.153.5.96
    614 48.689923      192.168.1.135         72.153.5.96           TCP      66     22923 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    615 48.698235      fe80::1138:e6ee:2535:242d fe80::1               DNS      117    Standard query 0x15e8 A array507.prod.do.dsp.mp.microsoft.com
    616 48.716720      fe80::1               fe80::1138:e6ee:2535:242d DNS      133    Standard query response 0x15e8 A array507.prod.do.dsp.mp.microsoft.com A 72.153.5.128
    617 48.717283      fe80::1138:e6ee:2535:242d fe80::1               DNS      117    Standard query 0x1eea A array514.prod.do.dsp.mp.microsoft.com
    618 48.718073      192.168.1.135         100.90.1.1            DNS      97     Standard query 0x15e8 A array507.prod.do.dsp.mp.microsoft.com
    619 48.719071      192.168.1.135         72.153.5.128          TCP      66     22925 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    620 48.723155      fe80::1               fe80::1138:e6ee:2535:242d DNS      133    Standard query response 0x1eea A array514.prod.do.dsp.mp.microsoft.com A 72.153.5.135
    621 48.723763      100.90.1.1            192.168.1.135         DNS      113    Standard query response 0x15e8 A array507.prod.do.dsp.mp.microsoft.com A 72.153.5.128
    622 48.723786      192.168.1.135         100.90.1.1            ICMP     141    Destination unreachable (Port unreachable)
    623 48.725966      192.168.1.135         72.153.5.135          TCP      66     22926 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    624 48.735029      192.168.1.135         72.153.5.135          TCP      66     22927 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    625 48.778753      72.153.5.96           192.168.1.135         TCP      66     443 → 22923 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM
    626 48.779354      192.168.1.135         72.153.5.96           TCP      54     22923 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    627 48.781919      192.168.1.135         72.153.5.96           TLSv1.2  274    Client Hello (SNI=array502.prod.do.dsp.mp.microsoft.com)
    628 48.807787      72.153.5.128          192.168.1.135         TCP      66     443 → 22925 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM
    629 48.808450      192.168.1.135         72.153.5.128          TCP      54     22925 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    630 48.810430      192.168.1.135         72.153.5.128          TLSv1.2  274    Client Hello (SNI=array507.prod.do.dsp.mp.microsoft.com)
    631 48.814494      72.153.5.135          192.168.1.135         TCP      66     443 → 22926 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM
    632 48.815141      192.168.1.135         72.153.5.135          TCP      54     22926 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    633 48.817019      192.168.1.135         72.153.5.135          TLSv1.2  274    Client Hello (SNI=array514.prod.do.dsp.mp.microsoft.com)
    634 48.823686      72.153.5.135          192.168.1.135         TCP      66     443 → 22927 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM
    635 48.824038      192.168.1.135         72.153.5.135          TCP      54     22927 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    636 48.826122      192.168.1.135         72.153.5.135          TLSv1.2  274    Client Hello (SNI=array514.prod.do.dsp.mp.microsoft.com)
    637 48.844161      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    638 48.860472      192.168.1.135         3.254.238.145         ICMP     74     Echo (ping) request  id=0x0001, seq=20/5120, ttl=128 (no response found!)
    639 48.873637      72.153.5.96           192.168.1.135         TCP      1506   443 → 22923 [ACK] Seq=1 Ack=221 Win=4194560 Len=1452 [TCP segment of a reassembled PDU]
    640 48.873637      72.153.5.96           192.168.1.135         TLSv1.2  1026   Server Hello, Certificate, Server Key Exchange, Server Hello Done
    641 48.873893      192.168.1.135         72.153.5.96           TCP      54     22923 → 443 [ACK] Seq=221 Ack=2425 Win=65280 Len=0
    642 48.883419      192.168.1.135         72.153.5.96           TLSv1.2  212    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    643 48.902515      72.153.5.128          192.168.1.135         TCP      1506   443 → 22925 [ACK] Seq=1 Ack=221 Win=4194560 Len=1452 [TCP segment of a reassembled PDU]
    644 48.902515      72.153.5.128          192.168.1.135         TLSv1.2  1025   Server Hello, Certificate, Server Key Exchange, Server Hello Done
    645 48.902623      192.168.1.135         72.153.5.128          TCP      54     22925 → 443 [ACK] Seq=221 Ack=2424 Win=65280 Len=0
    646 48.904127      192.168.1.135         72.153.5.128          TLSv1.2  212    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    647 48.907282      72.153.5.135          192.168.1.135         TCP      1506   443 → 22926 [ACK] Seq=1 Ack=221 Win=4194560 Len=1452 [TCP segment of a reassembled PDU]
    648 48.907282      72.153.5.135          192.168.1.135         TLSv1.2  1025   Server Hello, Certificate, Server Key Exchange, Server Hello Done
    649 48.907343      192.168.1.135         72.153.5.135          TCP      54     22926 → 443 [ACK] Seq=221 Ack=2424 Win=65280 Len=0
    650 48.910058      192.168.1.135         72.153.5.135          TLSv1.2  212    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    651 48.916198      72.153.5.135          192.168.1.135         TCP      1506   443 → 22927 [ACK] Seq=1 Ack=221 Win=4194560 Len=1452 [TCP segment of a reassembled PDU]
    652 48.916198      72.153.5.135          192.168.1.135         TLSv1.2  1024   Server Hello, Certificate, Server Key Exchange, Server Hello Done
    653 48.916293      192.168.1.135         72.153.5.135          TCP      54     22927 → 443 [ACK] Seq=221 Ack=2423 Win=65280 Len=0
    654 48.918200      192.168.1.135         72.153.5.135          TLSv1.2  212    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    655 48.973720      72.153.5.96           192.168.1.135         TLSv1.2  105    Change Cipher Spec, Encrypted Handshake Message
    656 48.977166      192.168.1.135         72.153.5.96           TLSv1.2  314    Application Data
    657 48.977438      192.168.1.135         72.153.5.96           TLSv1.2  690    Application Data
    658 48.988314      192.168.1.135         172.64.155.209        TCP      55     [TCP Keep-Alive] 50297 → 443 [ACK] Seq=1 Ack=1 Win=251 Len=1
    659 48.994801      72.153.5.128          192.168.1.135         TLSv1.2  105    Change Cipher Spec, Encrypted Handshake Message
    660 48.997800      192.168.1.135         72.153.5.128          TLSv1.2  313    Application Data
    661 48.998032      192.168.1.135         72.153.5.128          TLSv1.2  690    Application Data
    662 49.000134      72.153.5.135          192.168.1.135         TLSv1.2  105    Change Cipher Spec, Encrypted Handshake Message
    663 49.002333      192.168.1.135         72.153.5.135          TLSv1.2  314    Application Data
    664 49.002561      192.168.1.135         72.153.5.135          TLSv1.2  690    Application Data
    665 49.005215      172.64.155.209        192.168.1.135         TCP      66     [TCP Keep-Alive ACK] 443 → 50297 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2
    666 49.007544      72.153.5.135          192.168.1.135         TLSv1.2  105    Change Cipher Spec, Encrypted Handshake Message
    667 49.009250      192.168.1.135         72.153.5.135          TLSv1.2  314    Application Data
    668 49.009422      192.168.1.135         72.153.5.135          TLSv1.2  712    Application Data
    669 49.053771      192.168.1.135         192.168.1.255         UDP      1462   889 → 889 Len=1420
    670 49.066718      72.153.5.96           192.168.1.135         TCP      60     443 → 22923 [ACK] Seq=2476 Ack=1275 Win=4193536 Len=0
    671 49.067726      72.153.5.96           192.168.1.135         TLSv1.2  610    Application Data
    672 49.087821      72.153.5.128          192.168.1.135         TCP      60     443 → 22925 [ACK] Seq=2475 Ack=1274 Win=4193536 Len=0
    673 49.088498      72.153.5.128          192.168.1.135         TLSv1.2  610    Application Data
    674 49.092397      72.153.5.135          192.168.1.135         TCP      60     443 → 22926 [ACK] Seq=2475 Ack=1275 Win=4193536 Len=0
    675 49.092837      72.153.5.135          192.168.1.135         TLSv1.2  610    Application Data
    676 49.098294      72.153.5.135          192.168.1.135         TCP      60     443 → 22927 [ACK] Seq=2474 Ack=1297 Win=4193280 Len=0
    677 49.099857      72.153.5.135          192.168.1.135         TLSv1.2  610    Application Data
    678 49.116121      192.168.1.135         72.153.5.96           TCP      54     22923 → 443 [ACK] Seq=1275 Ack=3032 Win=64768 Len=0
    679 49.132032      192.168.1.135         72.153.5.128          TCP      54     22925 → 443 [ACK] Seq=1274 Ack=3031 Win=64768 Len=0
    680 49.148042      192.168.1.135         72.153.5.135          TCP      54     22926 → 443 [ACK] Seq=1275 Ack=3031 Win=64768 Len=0
    681 49.148248      192.168.1.135         72.153.5.135          TCP      54     22927 → 443 [ACK] Seq=1297 Ack=3030 Win=64768 Len=0
    682 49.674660      192.168.1.135         224.0.0.22            IGMPv3   54     Membership Report / Leave group 224.168.100.1
    683 49.833629      192.168.1.135         224.0.0.22            IGMPv3   54     Membership Report / Leave group 224.168.100.1
    684 49.881489      192.168.1.135         192.168.1.142         TCP      164    32431 → 8009 [PSH, ACK] Seq=991 Ack=991 Win=254 Len=110 [TCP segment of a reassembled PDU]
    685 49.986007      192.168.1.142         192.168.1.135         TCP      164    8009 → 32431 [PSH, ACK] Seq=991 Ack=1101 Win=1161 Len=110 [TCP segment of a reassembled PDU]
    686 50.041299      192.168.1.135         192.168.1.142         TCP      54     32431 → 8009 [ACK] Seq=1101 Ack=1101 Win=253 Len=0
    687 50.345793      192.168.1.135         224.0.0.22            IGMPv3   54     Membership Report / Join group 224.168.100.1 for any sources
    688 50.425373      192.168.1.135         192.168.1.128         TCP      164    22275 → 8009 [PSH, ACK] Seq=1101 Ack=1101 Win=253 Len=110 [TCP segment of a reassembled PDU]
    689 50.426833      192.168.1.128         192.168.1.135         TCP      164    8009 → 22275 [PSH, ACK] Seq=1101 Ack=1211 Win=1881 Len=110 [TCP segment of a reassembled PDU]
    690 50.472644      192.168.1.135         192.168.1.128         TCP      54     22275 → 8009 [ACK] Seq=1211 Ack=1211 Win=252 Len=0
    691 50.828918      192.168.1.135         104.18.19.125         TCP      66     22932 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    692 50.839813      192.168.1.135         224.0.0.22            IGMPv3   54     Membership Report / Join group 224.168.100.1 for any sources
    693 50.847122      104.18.19.125         192.168.1.135         TCP      66     443 → 22932 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192
    694 50.847444      192.168.1.135         104.18.19.125         TCP      54     22932 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    695 50.853749      192.168.1.135         104.18.19.125         TLSv1.3  571    Client Hello (SNI=api3.cursor.sh)
    696 50.858549      fe80::1138:e6ee:2535:242d fe80::1               DNS      117    Standard query 0x0d27 A array507.prod.do.dsp.mp.microsoft.com
    697 50.859931      fe80::1               fe80::1138:e6ee:2535:242d DNS      133    Standard query response 0x0d27 A array507.prod.do.dsp.mp.microsoft.com A 72.153.5.128
    698 50.873343      104.18.19.125         192.168.1.135         TCP      60     443 → 22932 [ACK] Seq=1 Ack=518 Win=131072 Len=0
    699 50.876870      104.18.19.125         192.168.1.135         TLSv1.3  1506   Server Hello, Change Cipher Spec
    700 50.877122      104.18.19.125         192.168.1.135         TLSv1.3  1402   Application Data
    701 50.877204      192.168.1.135         104.18.19.125         TCP      54     22932 → 443 [ACK] Seq=518 Ack=2801 Win=65280 Len=0
    702 50.880618      192.168.1.135         104.18.19.125         TCP      54     22932 → 443 [FIN, ACK] Seq=518 Ack=2801 Win=65280 Len=0
    703 50.897902      104.18.19.125         192.168.1.135         TCP      60     443 → 22932 [FIN, ACK] Seq=2801 Ack=519 Win=131072 Len=0
    704 50.898170      192.168.1.135         104.18.19.125         TCP      54     22932 → 443 [ACK] Seq=519 Ack=2802 Win=65280 Len=0
    705 51.735572      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    706 51.863244      192.168.1.135         31.13.83.51           TLSv1.2  122    Application Data
    707 51.879597      31.13.83.51           192.168.1.135         TCP      60     443 → 16621 [ACK] Seq=141 Ack=205 Win=294 Len=0
    708 51.958459      31.13.83.51           192.168.1.135         TLSv1.2  124    Application Data
    709 52.006572      192.168.1.135         31.13.83.51           TCP      54     16621 → 443 [ACK] Seq=205 Ack=211 Win=254 Len=0
    710 52.341528      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    711 52.484952      3e:8d:0b:3d:03:44     Broadcast             ARP      60     Who has 192.168.1.1? Tell 192.168.1.143
    712 53.010826      192.168.1.135         104.18.19.125         TCP      55     [TCP Keep-Alive] 30813 → 443 [ACK] Seq=1 Ack=1 Win=252 Len=1
    713 53.029756      104.18.19.125         192.168.1.135         TCP      66     [TCP Keep-Alive ACK] 443 → 30813 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2
    714 53.345864      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    715 53.541029      192.168.1.135         2.20.253.88           TLSv1.2  78     Application Data
    716 53.541797      192.168.1.135         2.20.253.88           TCP      54     18149 → 443 [FIN, ACK] Seq=25 Ack=1 Win=255 Len=0
    717 53.545577      192.168.1.135         100.90.1.1            DNS      110    Standard query 0x797b A stream-production.avcdn.net OPT
    718 53.550731      100.90.1.1            192.168.1.135         DNS      360    Standard query response 0x797b A stream-production.avcdn.net CNAME stream-production.avcdn.net.akamaized.net CNAME a6143.dscd.akamai.net A 2.20.253.87 A 2.20.253.71 A 2.20.253.79 A 2.20.253.73 A 2.20.253.84 A 2.20.253.82 A 2.20.253.97 A 2.20.253.96 A 2.20.253.94 OPT
    719 53.552143      192.168.1.135         2.20.253.87           TCP      66     22937 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    720 53.558811      2.20.253.88           192.168.1.135         TCP      60     443 → 18149 [FIN, ACK] Seq=25 Ack=25 Win=505 Len=0
    721 53.558811      2.20.253.88           192.168.1.135         TCP      60     443 → 18149 [ACK] Seq=1 Ack=25 Win=505 Len=0
    722 53.558811      2.20.253.88           192.168.1.135         TCP      78     [TCP Out-Of-Order] 443 → 18149 [PSH, ACK] Seq=1 Ack=25 Win=505 Len=24
    723 53.558811      2.20.253.88           192.168.1.135         TCP      60     443 → 18149 [ACK] Seq=26 Ack=26 Win=505 Len=0
    724 53.559016      192.168.1.135         2.20.253.88           TCP      54     [TCP Dup ACK 715#1] 18149 → 443 [ACK] Seq=26 Ack=1 Win=255 Len=0
    725 53.559095      192.168.1.135         2.20.253.88           TCP      54     18149 → 443 [RST, ACK] Seq=26 Ack=25 Win=0 Len=0
    726 53.559151      192.168.1.135         2.20.253.88           TCP      54     18149 → 443 [RST] Seq=26 Win=0 Len=0
    727 53.567604      2.20.253.87           192.168.1.135         TCP      66     443 → 22937 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128
    728 53.567835      192.168.1.135         2.20.253.87           TCP      54     22937 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    729 53.573100      192.168.1.135         2.20.253.87           TLSv1.3  866    Client Hello (SNI=stream-production.avcdn.net)
    730 53.590362      2.20.253.87           192.168.1.135         TLSv1.3  324    Server Hello, Change Cipher Spec, Application Data, Application Data
    731 53.593490      192.168.1.135         2.20.253.87           TLSv1.3  134    Change Cipher Spec, Application Data
    732 53.593768      192.168.1.135         2.20.253.87           TLSv1.3  154    Application Data
    733 53.608528      2.20.253.87           192.168.1.135         TCP      60     443 → 22937 [ACK] Seq=271 Ack=893 Win=64640 Len=0
    734 53.609291      2.20.253.87           192.168.1.135         TCP      60     443 → 22937 [ACK] Seq=271 Ack=993 Win=64640 Len=0
    735 53.611294      2.20.253.87           192.168.1.135         TLSv1.3  373    Application Data
    736 53.612570      2.20.253.87           192.168.1.135         TCP      1506   443 → 22937 [ACK] Seq=590 Ack=993 Win=64640 Len=1452 [TCP segment of a reassembled PDU]
    737 53.612570      2.20.253.87           192.168.1.135         TCP      1506   443 → 22937 [ACK] Seq=2042 Ack=993 Win=64640 Len=1452 [TCP segment of a reassembled PDU]
    738 53.612570      2.20.253.87           192.168.1.135         TLSv1.3  115    Application Data
    739 53.612630      192.168.1.135         2.20.253.87           TCP      54     22937 → 443 [ACK] Seq=993 Ack=3555 Win=65280 Len=0
    740 53.697377      fe80::1               fe80::1138:e6ee:2535:242d ICMPv6   86     Neighbor Solicitation for fe80::1138:e6ee:2535:242d from f4:fc:49:1d:66:e0
    741 53.697424      fe80::1138:e6ee:2535:242d fe80::1               ICMPv6   86     Neighbor Advertisement fe80::1138:e6ee:2535:242d (sol, ovr) is at 74:56:3c:dc:84:25
    742 54.989917      192.168.1.135         192.168.1.142         TCP      164    32431 → 8009 [PSH, ACK] Seq=1101 Ack=1101 Win=253 Len=110 [TCP segment of a reassembled PDU]
    743 55.107038      192.168.1.142         192.168.1.135         TCP      164    8009 → 32431 [PSH, ACK] Seq=1101 Ack=1211 Win=1161 Len=110 [TCP segment of a reassembled PDU]
    744 55.148225      192.168.1.135         192.168.1.142         TCP      54     32431 → 8009 [ACK] Seq=1211 Ack=1211 Win=253 Len=0
    745 55.244301      192.168.1.135         141.227.128.128       TCP      55     [TCP Keep-Alive] 34007 → 443 [ACK] Seq=1 Ack=1 Win=254 Len=1
    746 55.259304      141.227.128.128       192.168.1.135         TCP      66     [TCP Keep-Alive ACK] 443 → 34007 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2
    747 55.435722      192.168.1.135         192.168.1.128         TCP      164    22275 → 8009 [PSH, ACK] Seq=1211 Ack=1211 Win=252 Len=110 [TCP segment of a reassembled PDU]
    748 55.437453      192.168.1.128         192.168.1.135         TCP      164    8009 → 22275 [PSH, ACK] Seq=1211 Ack=1321 Win=1881 Len=110 [TCP segment of a reassembled PDU]
    749 55.482271      192.168.1.135         192.168.1.128         TCP      54     22275 → 8009 [ACK] Seq=1321 Ack=1321 Win=252 Len=0
    750 55.620295      192.168.1.135         104.18.19.125         TCP      66     22938 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    751 55.637016      104.18.19.125         192.168.1.135         TCP      66     443 → 22938 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192
    752 55.637199      192.168.1.135         104.18.19.125         TCP      54     22938 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    753 55.640487      192.168.1.135         104.18.19.125         TLSv1.3  571    Client Hello (SNI=api3.cursor.sh)
    754 55.657647      104.18.19.125         192.168.1.135         TCP      60     443 → 22938 [ACK] Seq=1 Ack=518 Win=131072 Len=0
    755 55.661154      104.18.19.125         192.168.1.135         TLSv1.3  1506   Server Hello, Change Cipher Spec
    756 55.661154      104.18.19.125         192.168.1.135         TLSv1.3  1402   Application Data
    757 55.668158      192.168.1.135         104.18.19.125         TCP      54     22938 → 443 [FIN, ACK] Seq=518 Ack=2801 Win=65280 Len=0
    758 55.685747      104.18.19.125         192.168.1.135         TCP      60     443 → 22938 [FIN, ACK] Seq=2801 Ack=519 Win=131072 Len=0
    759 55.686646      192.168.1.135         104.18.19.125         TCP      54     22938 → 443 [ACK] Seq=519 Ack=2802 Win=65280 Len=0
    760 55.737004      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    761 56.344173      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    762 57.335441      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    763 57.744409      192.168.1.135         104.18.19.125         TCP      66     22943 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    764 57.747466      192.168.1.135         100.90.1.1            DNS      80     Standard query 0x95ce HTTPS translate.google.com
    765 57.748292      fe80::1138:e6ee:2535:242d fe80::1               DNS      94     Standard query 0xb4ef HTTPS api3.cursor.sh
    766 57.748412      192.168.1.135         100.90.1.1            DNS      80     Standard query 0x4119 A translate.google.com
    767 57.748973      fe80::1138:e6ee:2535:242d fe80::1               DNS      94     Standard query 0x6d5f A api3.cursor.sh
    768 57.749421      192.168.1.135         104.18.19.125         TLSv1.2  235    Ignored Unknown Record
    769 57.749534      192.168.1.135         104.18.19.125         TLSv1.2  7689   Application Data, Application Data
    770 57.751432      fe80::1               fe80::1138:e6ee:2535:242d DNS      126    Standard query response 0x6d5f A api3.cursor.sh A 104.18.18.125 A 104.18.19.125
    771 57.753280      100.90.1.1            192.168.1.135         DNS      96     Standard query response 0x4119 A translate.google.com A 216.58.204.206
    772 57.760616      104.18.19.125         192.168.1.135         TCP      66     443 → 22943 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192
    773 57.760768      192.168.1.135         104.18.19.125         TCP      54     22943 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    774 57.762488      192.168.1.135         104.18.19.125         TLSv1.3  571    Client Hello (SNI=api3.cursor.sh)
    775 57.763504      100.90.1.1            192.168.1.135         DNS      130    Standard query response 0x95ce HTTPS translate.google.com SOA ns1.google.com
    776 57.765165      104.18.19.125         192.168.1.135         TCP      60     443 → 30813 [ACK] Seq=1 Ack=183 Win=16 Len=0
    777 57.765384      192.168.1.135         216.58.204.206        QUIC     1292   Initial, DCID=7b4925a05244ccf6, PKN: 1, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PADDING
    778 57.765488      192.168.1.135         216.58.204.206        QUIC     1292   Initial, DCID=7b4925a05244ccf6, PKN: 2, CRYPTO
    779 57.765856      104.18.19.125         192.168.1.135         TCP      60     443 → 30813 [ACK] Seq=1 Ack=2983 Win=16 Len=0
    780 57.765940      192.168.1.135         216.58.204.206        QUIC     1292   Initial, DCID=7b4925a05244ccf6, PKN: 3, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, PING, PADDING
    781 57.765962      fe80::1               fe80::1138:e6ee:2535:242d DNS      299    Standard query response 0xb4ef HTTPS api3.cursor.sh CNAME api3.cursor.sh.cdn.cloudflare.net HTTPS A 104.18.18.125 A 104.18.19.125 AAAA 2606:4700::6812:127d AAAA 2606:4700::6812:137d
    782 57.765993      fe80::1138:e6ee:2535:242d fe80::1               ICMPv6   347    Destination Unreachable (Port unreachable)
    783 57.766064      104.18.19.125         192.168.1.135         TLSv1.2  93     Application Data
    784 57.766151      192.168.1.135         216.58.204.206        QUIC     117    0-RTT, DCID=7b4925a05244ccf6
    785 57.766341      192.168.1.135         216.58.204.206        QUIC     1288   0-RTT, DCID=7b4925a05244ccf6
    786 57.766479      192.168.1.135         216.58.204.206        QUIC     1292   0-RTT, DCID=7b4925a05244ccf6
    787 57.766935      104.18.19.125         192.168.1.135         TCP      60     443 → 30813 [ACK] Seq=40 Ack=7818 Win=16 Len=0
    788 57.767418      192.168.1.135         216.58.204.206        QUIC     322    0-RTT, DCID=7b4925a05244ccf6
    789 57.778602      104.18.19.125         192.168.1.135         TCP      60     443 → 22943 [ACK] Seq=1 Ack=518 Win=131072 Len=0
    790 57.780568      104.18.19.125         192.168.1.135         TLSv1.3  1506   Server Hello, Change Cipher Spec
    791 57.780685      104.18.19.125         192.168.1.135         TLSv1.3  1403   Application Data
    792 57.780755      192.168.1.135         104.18.19.125         TCP      54     22943 → 443 [ACK] Seq=518 Ack=2802 Win=65280 Len=0
    793 57.783876      216.58.204.206        192.168.1.135         QUIC     82     Initial, SCID=fb4925a05244ccf6, PKN: 1, ACK
    794 57.783876      216.58.204.206        192.168.1.135         QUIC     82     Initial, SCID=fb4925a05244ccf6, PKN: 2, ACK
    795 57.784018      216.58.204.206        192.168.1.135         QUIC     1292   Initial, SCID=fb4925a05244ccf6, PKN: 3, ACK, PADDING
    796 57.784112      216.58.204.206        192.168.1.135         QUIC     1292   Initial, SCID=fb4925a05244ccf6, PKN: 4, ACK, PADDING
    797 57.784125      192.168.1.135         104.18.19.125         TCP      54     22943 → 443 [FIN, ACK] Seq=518 Ack=2802 Win=65280 Len=0
    798 57.796552      104.18.19.125         192.168.1.135         TLSv1.2  186    Application Data
    799 57.796552      104.18.19.125         192.168.1.135         TLSv1.2  101    Application Data
    800 57.796552      104.18.19.125         192.168.1.135         TLSv1.2  85     Application Data
    801 57.796703      192.168.1.135         104.18.19.125         TCP      54     30813 → 443 [ACK] Seq=7818 Ack=250 Win=251 Len=0
    802 57.801218      192.168.1.135         104.18.19.125         TLSv1.2  89     Application Data
    803 57.803004      104.18.19.125         192.168.1.135         TCP      60     443 → 22943 [FIN, ACK] Seq=2802 Ack=519 Win=131072 Len=0
    804 57.803226      192.168.1.135         104.18.19.125         TCP      54     22943 → 443 [ACK] Seq=519 Ack=2803 Win=65280 Len=0
    805 57.803282      216.58.204.206        192.168.1.135         QUIC     1292   Initial, SCID=fb4925a05244ccf6, PKN: 5, CRYPTO, PADDING
    806 57.803372      216.58.204.206        192.168.1.135         QUIC     324    Protected Payload (KP0)
    807 57.805062      216.58.204.206        192.168.1.135         QUIC     996    Protected Payload (KP0)
    808 57.805062      216.58.204.206        192.168.1.135         QUIC     67     Protected Payload (KP0)
    809 57.845744      192.168.1.135         216.58.204.206        QUIC     79     Handshake, DCID=fb4925a05244ccf6
    810 57.846149      192.168.1.135         216.58.204.206        QUIC     120    Handshake, DCID=fb4925a05244ccf6
    811 57.846454      192.168.1.135         216.58.204.206        QUIC     73     Protected Payload (KP0), DCID=fb4925a05244ccf6
    812 57.850161      216.58.204.206        192.168.1.135         QUIC     90     Protected Payload (KP0)
    813 57.853722      216.58.204.206        192.168.1.135         QUIC     63     Protected Payload (KP0)
